,ELPath,Module,Deg,Rs,Rsh,I,Is,N,lat_vec,klabel
10,/docs/data/EL/209_C1/Deg1/209_C1_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_C1,Deg1,0.0099686071756292,370.5,8.25369592934293,3.991397009923407e-08,1.280374527262239,"[-0.3041548   1.3618469  -1.1628541  -1.9601784  -1.5946317  -2.2379925
  1.7057976  -0.5206936  -1.2388738   1.2752887   3.44363    -0.19206043
  0.51301     1.1892347  -0.23837644 -1.2726018  -0.50018907 -0.01882149
  1.0640607   0.91012514 -1.1851016   1.0053828   0.7724638   1.3943255
 -1.8261292   0.7822663  -0.12313095  0.9562453  -0.8302821  -0.42960125
 -1.4121963  -1.6245458  -0.27830932 -2.3718574   3.5081525  -0.00929675
 -0.04880649  1.1464757   0.06991216 -0.976478    2.7947316   1.1409348
  0.05648446  0.7725659  -1.494876    0.3268792  -1.9704785  -1.599323
 -0.09983912  0.70913166]",2
11,/docs/data/EL/209_A2/Deg1/209_A2_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_A2,Deg1,0.00899629562664,1295.75,8.22861300063645,9.005017593176083e-08,1.3175415448476084,"[-0.2638254   2.07125    -1.516976   -1.4502783  -1.1100223  -1.9353681
  0.90037024 -0.76151395  0.19685839  2.4112203   2.7541707   0.2286104
 -0.41681728  1.392476    0.9249831  -1.2423341  -0.4580421   0.12707195
  1.2505444   2.4974034  -0.22709084 -0.24124303  0.7018417   1.3326049
 -1.9623489   0.6493381  -0.55372095  1.7519855  -0.6589816  -0.13960728
 -2.174822   -0.8439107  -1.0337682  -2.0083697   1.748101    0.51148295
 -0.05145968  1.5111765   0.25275958 -1.279139    3.751759    0.753466
 -0.27535474  0.36447102 -1.4839653   0.13543606 -2.3562562  -1.874556
 -0.2102749   0.17737219]",2
12,/docs/data/EL/209_A1/Deg1/209_A1_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_A1,Deg1,0.0103861540623274,1.0,8.184377406391654,1.006196199273073e-05,1.7785870296030637,"[ 0.7082361  -0.02096185  0.64100033 -0.9140686   0.51532376  0.25458008
  1.1153772  -0.47546038  0.7072765  -0.3548131   1.0903431  -0.5512
  0.36571062 -1.3666549  -0.9024694   1.2500689   0.1477451  -1.8951674
  0.84625804 -0.5728233   0.7122587   1.8463264  -1.4896235  -0.36943445
 -0.28728178 -2.3762171   0.04640669 -0.863394   -0.10008819 -0.36843514
  1.0345097  -0.35016188 -1.0729649   0.24956608  1.5814883  -0.57052445
  0.05186808 -0.54844165  1.4078397  -0.8044069   1.8532978   1.9927697
 -0.44755268  1.3099239  -0.03343378  1.7603139   0.36894232  0.8921563
  1.0467064   0.16927706]",3
13,/docs/data/EL/209_C2/Deg1/209_C2_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_C2,Deg1,0.0097541372529747,146.5,8.193938551432128,3.242563691259872e-08,1.2537538245332085,"[-0.45681447  1.8222392  -1.6409351  -2.3101234  -1.8300925  -2.4686897
  1.6381526  -0.40860075  0.23801327  1.2350072   4.135216   -0.04361274
  0.1060876   2.2017322   0.5997263  -1.8131566   0.45523208  0.19236821
  1.0662339   1.9598339  -0.30150878 -0.00451858  0.4091663   1.5832927
 -1.9547609   1.3650006  -0.586892    1.8680208  -0.02246111 -0.7782195
 -1.8651521  -0.32472402 -1.1941428  -1.6378293   1.4365617   0.44179687
  0.42916155  1.4901626   0.20440201 -0.1812561   3.024787    1.6182867
 -0.10729637 -0.60351026 -1.5413951   0.6545548  -2.4742508  -2.1627584
  0.96716565  0.53462535]",2
14,/docs/data/EL/209_C3/Deg1/209_C3_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_C3,Deg1,0.0095980783632394,287.5,8.201160501786877,9.58316083870238e-08,1.3301630101698638,"[-0.16110525  0.89159304 -1.0482608  -1.8765254  -0.47247642 -1.2219403
  1.6227498  -0.3552565   0.21884255  1.9489738   2.5591614   0.74705756
  1.932069   -1.0309044   0.29952145 -0.424004   -0.63277715  0.27472484
  0.4840955   0.22112656 -0.62217736 -0.2913346  -0.05757245  2.423648
 -0.4656306   1.1410795  -2.2426856   0.30253956 -0.25240365  0.21185733
 -1.9577472  -0.11780237  0.11155798 -1.266092    2.331201   -0.6306766
  0.8994523   1.8953501  -0.06008797 -0.9497283   2.252346    1.0198749
 -0.10487393  1.5641472  -1.1690655   1.3752494  -2.9919739  -1.5547824
 -0.03357843  0.6329053 ]",0
15,/docs/data/EL/209_B1/Deg1/209_B1_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_B1,Deg1,0.0094951335753567,911.75,8.248672700149962,3.2775956286917344e-08,1.2471924715828038,"[ 0.82473654  1.3554066  -0.9948655  -0.5063201   0.1480852  -0.7488762
  1.8843187  -0.59055007 -1.2320718   0.76877534  3.361444    0.25914213
  0.9278978  -0.914744   -0.6707423  -0.52104795 -0.24896927  0.7324717
  0.49557948  0.84237295 -1.0127429   0.00605199  0.369643    2.0220654
 -0.16439384  1.1614494  -1.6754401   1.2072719  -0.20072752  0.6359025
 -0.46173516 -0.8435121  -0.77916557 -1.9493325   3.7022731  -0.15304224
  1.708734    2.0051763  -0.06631605 -1.3517009   2.1482718   1.3326939
  0.09500323  2.3003125  -0.08510992  1.5373784  -2.4921436  -1.7096571
 -0.6216091   0.4598392 ]",0
16,/docs/data/EL/209_B2/Deg1/209_B2_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_B2,Deg1,0.0094608351043852,163.0,8.219209918027664,8.625900395676584e-08,1.3138962893302752,"[-0.6412171   1.7541218  -1.6422628  -2.077641   -0.2820052  -2.3940659
  1.0919545  -0.03657421 -0.7354614   1.642632    3.3142588   0.17303085
 -0.39998364  1.0426004   0.10966076 -1.6496391   1.3330227   0.03200722
  0.6583282   1.1002468  -0.7597349  -0.29917216  0.524691    1.9872013
 -1.2173371   1.4452091  -0.78158855  2.1311014  -0.56474626 -0.5365818
 -1.9695297  -0.91590035 -0.9915939  -1.515317    2.8500888  -0.13107108
  0.9523952   2.003873   -0.43654072 -0.51747274  2.6092641   1.1552267
 -0.1230887   0.42600685 -2.0869036   0.38577706 -2.3525162  -1.714762
  0.07394141  0.6334779 ]",2
17,/docs/data/EL/209_B3/Deg1/209_B3_0005_2021_04_26_17_20_38_Deg1_30s_100_500_500.png,209_B3,Deg1,0.0100192054502581,1836.25,8.301001870634218,3.0792335991128485e-08,1.253883056175267,"[-0.03508939  1.4184563   1.2639252  -0.7775302  -1.7847669  -0.36464027
  0.24745753 -1.2516768   0.9344121   0.5170623   2.2334275   0.86683106
 -0.91157687 -1.1776499   0.03780015 -0.30312896  1.4972894  -1.3696275
 -0.22921933 -0.30687487  0.14559431 -1.456474    1.0759714   0.40153575
  0.07340419 -1.2658756   1.2925357  -0.78532386  0.8668544   0.08345914
  0.3506628   0.5531064   0.71483094 -0.18479547  1.712896   -2.5671587
  0.7666147   0.6266259   1.0550321   0.5439807   1.1478226   2.2077587
 -0.60350037 -1.151156   -0.17433548  0.24642326 -1.4834788   0.04596271
  2.7875235   0.43508142]",1
18,/docs/data/EL/209_A3/Deg2/209_A3_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_A3,Deg2,0.0086337240797336,8.986410884420332,8.23384930775584,6.987569886149879e-06,1.730266008500821,"[ 0.5462308   0.44126064  0.74911714 -0.8732935  -1.1223698  -0.18655875
 -0.52885985 -1.5565783   2.5126362   0.6849841   0.9666891   0.26061723
 -1.4331563  -1.4429209  -0.9591451   1.3862354  -0.4093987  -1.3083969
  1.1898022  -0.06597715  1.36058    -1.132249   -0.69376695  0.12107551
  1.1234081  -1.2011003  -0.39143664 -0.4091076  -0.22852996  0.8110138
 -0.85097766 -0.49982354 -0.6152133   0.46264717  1.3354428  -2.5813782
  0.4441414  -0.761546    2.8190246  -0.9081717   1.2981085   3.1475968
 -0.215172    0.46143222  1.1938702   1.7169814  -0.20215034  0.5763029
  2.1551383   0.16211776]",1
19,/docs/data/EL/209_C1/Deg2/209_C1_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_C1,Deg2,0.0099577573114279,1247.6765749052051,8.24369138472723,3.5194564645417174e-08,1.267887290212162,"[ 0.01543478  0.17337778  0.7783064  -1.4071851   0.22386321  0.97372246
  0.39021033 -2.1186364   0.8405216   0.21600631  2.1843178   2.472323
 -0.575746    0.3371935  -1.2640643   1.34605     1.4239156  -0.87655026
  0.6076744  -0.7984829   0.92628604 -0.41706228 -0.28224745 -1.3389804
  0.4830064  -1.0541898   0.92110056 -0.7182672   0.46700495  0.14452636
 -0.9001614   1.8138744   0.59542316 -0.5398959   1.4621209  -1.4705611
 -0.10193756  0.04337749  0.71099937  1.0341835   0.52012146  0.8912598
 -0.34413967 -0.7043377   0.9291532  -0.24209283 -0.0673279  -1.3257792
  1.262171    0.8813677 ]",1
20,/docs/data/EL/209_A2/Deg2/209_A2_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_A2,Deg2,0.0094458374365862,626.3520512442827,8.221783870645835,1.19572361089268e-07,1.3389733896769969,"[ 0.68081313  0.48863465  0.3199668  -1.259624   -0.5522944   0.14675239
  1.0912348  -1.1290351  -1.2335609  -0.15380634  1.7245221   3.6295893
  3.488262    1.0181364  -0.16481906  1.1595273   1.7427125  -0.64429057
 -0.56137466  0.20438415  1.5881612  -1.2373463  -1.535681    0.7955022
  1.6750586  -1.6574876   0.12917891  0.20316248  2.5418532   0.15207748
  0.32420376  0.16042632  0.51079553 -0.4040821   0.144927   -0.3732342
 -0.31649923  0.6619255   0.08858898 -0.9279568   1.032887    1.6331341
 -0.14878291  1.096745   -0.1031262   1.2819717  -0.7802268  -0.5619769
  0.60438573  0.8055632 ]",4
21,/docs/data/EL/209_A1/Deg2/209_A1_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_A1,Deg2,0.0125665495348044,0.8351784411578747,7.588187939162058,3.762260002139528e-05,1.9970488379717133,"[-1.4218189   0.638461    0.28655994  0.39313257  0.3692335  -0.7685431
  0.6446202  -1.0698103  -0.08400612 -0.65457463  1.5181875   0.03936806
 -0.32957733  0.89282215 -0.41830933 -0.6301041  -0.68754566  0.2926592
  0.7447009  -1.5549847  -1.220732    1.3510113  -1.6838362  -0.6246769
 -0.17195319 -0.86874247 -0.19169763 -1.1583965  -0.1704338  -0.00416398
  1.6650186   0.5933883  -1.6902035  -0.5902034   0.05895989  0.27153054
 -0.858139   -0.22069855 -1.1530457  -1.6919122   2.0199034   0.86330795
 -0.46220437 -1.2976556  -0.44331852  0.7278726   0.9050531   0.7149034
  0.8908875   1.170509  ]",3
22,/docs/data/EL/209_C2/Deg2/209_C2_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_C2,Deg2,0.0097569162431631,1239.1590775239831,8.173282406392486,2.7166225850548166e-08,1.2382581449179293,"[ 0.69450045  1.1578602   1.8761895  -0.34454718 -1.6403273  -0.690686
  0.71894723 -0.3787696   0.5462556   0.7997753   2.7256796   0.3405666
  0.68385416 -0.17582677 -0.02394523 -0.29793403  1.6214416  -0.15905422
 -0.09043456 -1.5638297   0.46147147 -0.7268038   0.3882451   0.93446374
 -0.5723414   0.09801695 -1.3928437   0.3851117  -0.24539825 -1.0788652
 -0.9796238   0.2929906   0.787532    0.15762189  2.935309    0.6497953
  0.50649357  2.8560705   0.6638714  -0.3344673   1.6155695   2.2264128
 -0.4070767   0.9515598  -0.66077536  0.264396   -1.0502479  -2.250278
 -0.03809661  0.67881525]",0
23,/docs/data/EL/209_C3/Deg2/209_C3_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_C3,Deg2,0.0095950447475012,88.78696501004563,8.160221150318453,1.7951591225859276e-06,1.5730299192822572,"[-0.47530553  1.2475808   0.5346433  -0.81060797 -0.19334581  1.4646163
  1.1578778  -0.4751818   0.28974766 -1.0465747   0.47615513  2.7894647
  0.36918968  0.8553215  -0.5639523   2.242631    0.00802878 -0.5717763
 -0.00419195  1.1878386   0.8867345  -0.45709974 -0.19768587  0.43726325
  0.13901865 -1.0127345  -0.6126695   1.6670382   0.13436958  0.74688613
  1.4171988   0.9282422  -1.1152924   0.8575837  -0.16135344 -1.4641829
  0.38349053  0.35131663 -1.3323317  -0.6740408   1.0548124  -0.6438635
 -0.4397226   0.8685736  -1.0033357   0.7044196  -2.113031    0.13129105
  2.020119    0.89832896]",3
24,/docs/data/EL/209_B1/Deg2/209_B1_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_B1,Deg2,0.0095056565529482,1095.1491246324647,8.268208346813537,3.0252537409791404e-08,1.2468476334415306,"[ 0.51588684  1.0464717  -2.0415764  -0.5039626  -1.0937192  -0.11253923
  1.5805824  -1.3112204   1.0708746  -1.3318528   0.48724067  1.9805777
 -1.0345782  -0.52294     0.29382396  0.33418474  0.598493   -0.5369608
  0.02921909 -0.07044329 -0.86898446  0.3421595  -0.09383743 -0.25845605
  0.04253484  0.20727701 -0.63686234  0.39936584 -0.40002874 -0.5426555
  0.3726822   2.5380466   2.4964278   0.82426596  2.2701552   0.5566033
  0.5994446   0.11762196 -0.191044    2.4805021   0.9876707   1.3056724
 -0.45810968 -0.8498036   1.1675028   2.042991    0.10910108  0.80696154
  0.43832383  0.4374776 ]",1
25,/docs/data/EL/209_B2/Deg2/209_B2_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_B2,Deg2,0.0094560205819351,529.9591857660071,8.231207445187515,3.558480874747065e-06,1.644546784343845,"[ 6.09897435e-01 -7.55577683e-02 -1.91785187e-01 -2.75795579e-01
 -9.21650946e-01 -2.48337656e-01  6.51106238e-04 -2.19426498e-01
 -7.92582095e-01 -1.38813451e-01  3.42004657e+00  4.69945259e-02
  1.29741633e+00 -2.14219117e+00 -9.58981395e-01  1.99314043e-01
 -1.34383428e+00 -2.14437151e+00  6.23046793e-02  1.72860861e-01
 -1.60595477e+00  1.95376372e+00 -2.01981020e+00  8.26208949e-01
 -1.92625254e-01  8.39607179e-01 -6.34841204e-01 -3.05667520e-01
 -4.07566309e-01  1.33539528e-01  1.89550906e-01  1.34642315e+00
 -1.52241123e+00  2.43149233e+00 -5.56270361e-01  1.16656017e+00
 -2.57856458e-01  2.75636792e-01  7.79889703e-01 -1.22379982e+00
  1.35092461e+00  1.18307447e+00 -1.89620867e-01 -1.07128605e-01
  1.46412027e+00  5.85644126e-01 -1.00484085e+00  3.24688479e-02
  9.46187913e-01  9.16038990e-01]",3
26,/docs/data/EL/209_B3/Deg2/209_B3_0005_2021_04_28_11_29_22_Deg2_30s_100_500_500.png,209_B3,Deg2,0.0100312188036544,97.04720431199866,8.309195258836255,1.6107646002124132e-06,1.5678352402276472,"[-1.3088359   2.6383238   0.2399599  -1.5440509  -0.9050873   1.8946911
  0.35352373 -0.89505464  0.20700336 -0.14266537  1.1439128   0.28937894
 -1.4870098  -1.5245408   0.95843065  1.2179432   1.5597715  -0.51871157
 -0.5337673  -0.02851374 -0.05176522  1.7179537   0.42144942 -0.49953744
  1.3407781  -0.7953715   1.5228308   1.2503313   0.02838705  0.13328512
  0.988402   -0.6169622   0.8180075   2.016005    1.1224874  -2.224131
  0.405309   -0.5942946  -1.2919034  -0.23190148  1.3798027  -1.675392
 -0.5619194  -1.6374649  -0.11030446 -0.29629457  1.3953774   0.19333982
  1.8996602   0.47109693]",3
